year,car_name,car_price,car_num,car_img
2022, 长安欧尚Z6  ,9.99-13.79万,"48,143辆",https://img4.bitautoimg.com/autoalbum/files/20230821/406/202308213034260420740633223_6.png
2022, 哈弗神兽  ,13.00-16.70万,"47,582辆",https://img3.bitautoimg.com/autoalbum/files/20230203/840/202302033338543255084079875_6.png
2022, 皇冠陆放  ,28.48-33.28万,"47,146辆",https://img3.bitautoimg.com/autoalbum/files/20240715/562/202407152809103897056280218_6.png
2022, ID.4 CROZZ  ,19.39-29.39万,"46,261辆",https://img1.bitautoimg.com/autoalbum/files/20230914/63/20230914334465676306344963_6.png
2022, 凯迪拉克XT5  ,35.27-45.99万,"46,196辆",https://img1.bitautoimg.com/autoalbum/files/20240808/283/202408085873311772828312082_6.png
2022, 零跑C11  ,14.88-20.98万,"44,371辆",https://img2.bitautoimg.com/autoalbum/files/20240322/115/202403228516111137111531526_6.png
2022, 冠道  ,23.98-32.98万,"44,188辆",https://img4.bitautoimg.com/autoalbum/files/20230823/366/202308233621278300036698664_6.png
2022, 蔚来ES6  ,33.80-39.60万,"42,012辆",https://img4.bitautoimg.com/autoalbum/files/20230802/214/202308021545094754821494622_6.png
2022, 领克06  ,10.86-12.86万,"41,677辆",https://img2.bitautoimg.com/autoalbum/files/20220920/139/202209206922367224313982058_6.png
2022, 凌放  ,19.18-29.88万,"40,638辆",https://img1.bitautoimg.com/autoalbum/files/20221208/758/202212084608048644275892514_6.png
2022, 理想L9  ,40.98-43.98万,"38,973辆",https://img2.bitautoimg.com/autoalbum/files/20220621/137/202206214069581675113730418_6.png
2022, 途胜  ,15.98-21.98万,"37,915辆",https://img1.bitautoimg.com/autoalbum/files/20241126/782/202411263350261656178229481_6.png
2022, 冒险家  ,23.58-34.58万,"37,085辆",https://img4.bitautoimg.com/autoalbum/files/20230506/612/202305063331335923361292689_6.png
2022, 启辰大V  ,9.98-12.88万,"35,850辆",https://img1.bitautoimg.com/autoalbum/files/20231220/756/202312202548306309775638315_6.png
2022, 欧蓝德  停售 ,16.98-22.98万,"35,323辆",https://img4.bitautoimg.com/autoalbum/files/20221119/379/202211192159885655237985718_6.png
2022, ID.4 X  ,15.9888-28.3388万,"35,201辆",https://img2.bitautoimg.com/autoalbum/files/20241121/512/202411216640218154551289437_6.png
2022, 凯迪拉克XT4  ,22.97-27.57万,"34,576辆",https://img4.bitautoimg.com/autoalbum/files/20240131/432/20240131635667053043206873_6.png
2022, 瑞虎5x  ,5.99-10.19万,"33,728辆",https://img4.bitautoimg.com/autoalbum/files/20230811/877/202308117537176686787786258_6.png
2022, AION V  ,12.98-19.36万,"32,849辆",https://img1.bitautoimg.com/autoalbum/files/20240806/711/202408064962293609371121310_6.png
2022, 远景X6  ,7.59-8.99万,"32,649辆",https://img4.bitautoimg.com/autoalbum/files/20231102/516/202311024049891253351690532_6.png
2022, 风行T5 EVO  ,9.99-13.99万,"31,905辆",https://img4.bitautoimg.com/autoalbum/files/20231211/156/202312112792228681715699886_6.png
2022, 博越L  ,11.57-14.97万,"31,716辆",https://img2.bitautoimg.com/autoalbum/files/20240507/231/202405078665509105823199372_6.png
2022, 奥迪Q2L  ,22.28-26.10万,"31,531辆",https://img3.bitautoimg.com/autoalbum/files/20221125/513/202211252489936122751314706_6.png
2022, 吉利几何E萤火虫  ,5.98-8.98万,"29,356辆",https://img4.bitautoimg.com/autoalbum/files/20231123/881/202311233577072863788198015_6.png
2022, 捷达VS7  ,10.79-14.39万,"28,148辆",https://img2.bitautoimg.com/autoalbum/files/20240513/653/202405132957558762465379818_6.png
2022, 帝豪S  停售 ,8.99万,"27,858辆",https://img4.bitautoimg.com/autoalbum/files/20231102/899/202311024051891267089993979_6.png
2022, 奇骏  ,17.99-26.29万,"27,715辆",https://img3.bitautoimg.com/autoalbum/files/20230821/49/202308213037260462304919572_6.png
2022, 长安UNI-K  ,15.49-18.49万,"27,462辆",https://img2.bitautoimg.com/autoalbum/files/20231109/676/202311095332952056967607828_6.png
2022, 奔驰GLA  ,29.99-34.69万,"26,827辆",https://img3.bitautoimg.com/autoalbum/files/20231127/333/202311278055108041233387421_6.png
2022, 豪越  停售 ,10.36-14.26万,"26,815辆",https://img2.bitautoimg.com/autoalbum/files/20221125/453/202211252986936537445316277_6.png
2022, 元Pro  ,9.58-11.38万,"26,313辆",https://img2.bitautoimg.com/autoalbum/files/20230606/562/202306063942604309456227552_6.png
2022, 锐际  ,16.98-21.98万,"26,215辆",https://img2.bitautoimg.com/autoalbum/files/20230808/316/202308082258147826631634676_6.png
2022, 宝马iX3  ,40.50-44.50万,"26,128辆",https://img3.bitautoimg.com/autoalbum/files/20231209/225/202312099205245622506845_6.png
2022, ID.6 CROZZ  ,25.89-33.69万,"25,968辆",https://img4.bitautoimg.com/autoalbum/files/20230914/32/20230914328465657003281024_6.png
2022, 本田UR-V  ,24.68-32.98万,"25,775辆",https://img2.bitautoimg.com/autoalbum/files/20240816/55/202408161265377502305591858_6.png
2022, 捷途X90  ,13.99-17.29万,"25,734辆",https://img2.bitautoimg.com/autoalbum/files/20230829/169/202308295687331161416909076_6.png
2022, 揽境  ,26.19-36.19万,"25,582辆",https://img1.bitautoimg.com/autoalbum/files/20231229/205/202312298148385984720598080_6.png
2022, 吉利ICON  ,9.69-11.69万,"24,336辆",https://img3.bitautoimg.com/autoalbum/files/20240719/460/202407192453135323446064072_6.png
2022, 北京BJ40  ,13.98-26.99万,"23,770辆",https://img4.bitautoimg.com/autoalbum/files/20231121/263/202311213397055454226376820_6.png
2022, 探界者  ,18.49-23.99万,"22,724辆",https://img2.bitautoimg.com/autoalbum/files/20221209/698/202212091623056474369831156_6.png
2022, 锐界  ,22.68-30.98万,"22,684辆",https://img3.bitautoimg.com/autoalbum/files/20230223/605/20230223147711965160533981_6.png
2022, 坦克500  ,33.50-39.50万,"22,094辆",https://img1.bitautoimg.com/autoalbum/files/20230720/21/202307202792983271402132323_6.png
2022, 凯迪拉克XT6  ,41.27-55.27万,"22,039辆",https://img3.bitautoimg.com/autoalbum/files/20190726/291/0548242911_6.png
2022, 东风纳米EX1  ,4.57万,"21,991辆",https://img2.bitautoimg.com/autoalbum/files/20230428/348/202304286939266757434864098_6.png
2022, 传祺GS3  ,8.58-11.18万,"21,826辆",https://img3.bitautoimg.com/autoalbum/files/20241121/360/202411216407218097236045153_6.png
2022, 探影  ,14.39-14.69万,"21,513辆",https://img1.bitautoimg.com/autoalbum/files/20240520/957/202405205729620159195716504_6.png
2022, 丰田C-HR  ,15.28-19.28万,"21,498辆",https://img3.bitautoimg.com/autoalbum/files/20230425/553/202304251047238888055388072_6.png
2022, 哈弗赤兔  ,8.28-12.88万,"21,318辆",https://img1.bitautoimg.com/autoalbum/files/20230710/869/202307106539898584686908390_6.png
2022, 昂科旗  ,29.99-35.99万,"21,305辆",https://img2.bitautoimg.com/autoalbum/files/20231123/80/202311233833073491408062156_6.png
2022, 问界M7  ,24.98-32.98万,"21,226辆",https://img1.bitautoimg.com/autoalbum/files/20240709/157/20240709952048817915740289_6.png
2022, 探险者  ,30.98-39.98万,"20,520辆",https://img4.bitautoimg.com/autoalbum/files/20230526/678/202305265331508741467812884_6.png
2022, 宋Pro新能源  ,10.98-14.28万,"20,323辆",https://img2.bitautoimg.com/autoalbum/files/20241016/329/202410163134906987032912358_6.png
2022, 威飒  ,21.68-30.38万,"19,710辆",https://img4.bitautoimg.com/autoalbum/files/20230425/939/202304251041238835593958762_6.png
2022, 智跑  ,13.98-15.78万,"19,586辆",https://img2.bitautoimg.com/autoalbum/files/20231109/596/202311093789951288759686835_6.png
2022, 宝马X2  停售 ,28.89-33.29万,"19,428辆",https://img4.bitautoimg.com/autoalbum/files/20221209/192/202212092050056845619272576_6.png
2022, 领睿  ,12.68-16.98万,"18,798辆",https://img2.bitautoimg.com/autoalbum/files/20241105/68/202411053639079901906881075_6.png
2022, 奕泽  ,14.98-18.98万,"18,417辆",https://img4.bitautoimg.com/autoalbum/files/20230625/114/202306251723767568211445950_6.png
2022, 合创Z03  ,13.48-18.28万,"18,343辆",https://img3.bitautoimg.com/autoalbum/files/20230710/433/202307106625898591043320985_6.png
2022, 炫界  ,6.39-7.99万,"18,309辆",https://img2.bitautoimg.com/autoalbum/files/20221209/964/202212091881056750796499245_6.png
2022, 风光580  ,7.99-12.99万,"18,243辆",https://img3.bitautoimg.com/autoalbum/files/20231123/22/202311233837073531202219946_6.png
2022, 领克01  ,15.58-19.68万,"18,056辆",https://img2.bitautoimg.com/autoalbum/files/20240422/383/202404226206377832538307249_6.png
2022, 马自达CX-5  ,12.58-19.78万,"17,358辆",https://img4.bitautoimg.com/autoalbum/files/20231123/83/202311233581072952808398102_6.png
2022, 小鹏G3  停售 ,14.89-20.19万,"17,336辆",https://img3.bitautoimg.com/autoalbum/files/20231124/331/202311243089081232633154033_6.png
2022, 航海家  ,32.58-46.88万,"17,169辆",https://img1.bitautoimg.com/autoalbum/files/20241129/491/202411295719287578549121691_6.png
2022, 蔚来EC6  ,35.80-41.60万,"17,076辆",https://img3.bitautoimg.com/autoalbum/files/20230911/498/202309113463441967749881419_6.png
2022, 瑞虎3x  ,4.99-6.99万,"16,950辆",https://img1.bitautoimg.com/autoalbum/files/20231123/621/202311233713073221462121168_6.png
2022, 影酷  ,11.98-16.98万,"16,869辆",https://img2.bitautoimg.com/autoalbum/files/20231123/351/202311233630073072535191533_6.png
2022, 创维EV6  ,13.98-32.98万,"16,817辆",https://img2.bitautoimg.com/autoalbum/files/20240806/513/202408062846292734751330707_6.png
2022, 风神AX7  ,13.98万,"16,791辆",https://img4.bitautoimg.com/autoalbum/files/20231123/244/202311233841073558224414655_6.png
2022, 星途TX  停售 ,12.99-14.99万,"16,555辆",https://img4.bitautoimg.com/autoalbum/files/20190104/848/1156598489_6.png
2022, 悦虎  ,6.38-8.699万,"16,464辆",https://img2.bitautoimg.com/autoalbum/files/20231123/422/202311233698073132142224649_6.png
2022, 皓极  ,12.99-13.99万,"16,212辆",https://img4.bitautoimg.com/autoalbum/files/20221125/172/202211251326933938817277938_6.png
2022, 理想L8  ,32.18-37.98万,"15,482辆",https://img4.bitautoimg.com/autoalbum/files/20230213/588/202302132610627456058835965_6.png
2022, 吉利几何C  ,14.37-20.78万,"15,042辆",https://img2.bitautoimg.com/autoalbum/files/20230710/155/202307105905898538115564179_6.png
2022, SWM斯威G05  ,8.69-12.98万,"14,899辆",https://img1.bitautoimg.com/autoalbum/files/20241121/549/202411214740217225654988375_6.png
2022, 捷途大圣  ,9.49-12.99万,"14,625辆",https://img3.bitautoimg.com/autoalbum/files/20241029/690/202410295658019295769004312_6.png
2022, 标致4008  ,15.97-16.97万,"14,403辆",https://img4.bitautoimg.com/autoalbum/files/20240813/883/202408134513354145888390971_6.png
2022, 蔚来ES8  ,49.80-59.80万,"14,380辆",https://img2.bitautoimg.com/autoalbum/files/20230802/494/202308021612095094149406735_6.png
2022, 途铠  ,11.59-16.19万,"14,349辆",https://img1.bitautoimg.com/autoalbum/files/20230912/753/202309122674450248875375668_6.png
2022, 发现运动版  ,38.83-41.98万,"14,288辆",https://img3.bitautoimg.com/autoalbum/files/20240722/33/202407221776161305203368431_6.png
2022, KX3傲跑  停售 ,10.88-13.68万,"14,273辆",https://img1.bitautoimg.com/autoalbum/files/20231109/101/202311093534951195210195846_6.png
2022, 领克09 EM-P  ,30.78-34.78万,"14,200辆",https://img3.bitautoimg.com/autoalbum/files/20231229/13/202312295267383489901397837_6.png
2022, 蔚来ES7  ,43.80-51.80万,"14,158辆",https://img1.bitautoimg.com/autoalbum/files/20240111/940/202401113053496776494044032_6.png
2022, 沃尔沃XC40  ,26.98-35.48万,"14,102辆",https://img2.bitautoimg.com/autoalbum/files/20240702/92/202407023446991308109241467_6.png
2022, 探岳X  ,23.29-26.29万,"13,849辆",https://img3.bitautoimg.com/autoalbum/files/20231123/173/202311233820073412417382192_6.png
2022, 风光500  ,6.18-8.58万,"13,813辆",https://img1.bitautoimg.com/autoalbum/files/20221212/949/202212121800082927594924033_6.png
2022, 荣威eRX5  ,14.79-15.99万,"13,684辆",https://img3.bitautoimg.com/autoalbum/files/20220727/807/202207272127890370480782606_6.png
2022, 揽胜极光  ,39.28-47.58万,"13,552辆",https://img1.bitautoimg.com/autoalbum/files/20240420/397/202404201516357864539745751_6.png
2022, 柯米克  ,9.99-11.99万,"12,814辆",https://img4.bitautoimg.com/autoalbum/files/20241008/85/202410083626837356008594963_6.png
2022, 哈弗H9  ,19.99-25.59万,"12,444辆",https://img2.bitautoimg.com/autoalbum/files/20240422/863/202404226202377799886353203_6.png
2022, 长安UNI-K 智电iDD  ,18.79-21.59万,"12,439辆",https://img4.bitautoimg.com/autoalbum/files/20240115/507/202401152453531037650730451_6.png
2022, 思皓X8  ,8.88-17.28万,"12,314辆",https://img2.bitautoimg.com/autoalbum/files/20220825/992/202208255018142001699209779_6.png
2022, MG ONE  ,10.78-13.88万,"12,233辆",https://img2.bitautoimg.com/autoalbum/files/20231124/857/202311243084081219285714729_6.png
2022, 奥迪Q5L Sportback  ,43.19-48.89万,"12,014辆",https://img2.bitautoimg.com/autoalbum/files/20220915/945/202209152726323463794598555_6.png
2022, 岚图FREE  ,22.89-26.69万,"11,836辆",https://img4.bitautoimg.com/autoalbum/files/20240820/374/202408204653414611437477182_6.png
2022, 睿蓝X3 PRO  ,5.59-8.99万,"11,711辆",https://img3.bitautoimg.com/autoalbum/files/20221212/198/202212121824083039519851532_6.png
2022, 奕跑  ,6.98-8.38万,"11,527辆",https://img4.bitautoimg.com/autoalbum/files/20231109/188/202311093532951182618817596_6.png
2022, ID.6 X  ,28.5888-29.3888万,"11,396辆",https://img2.bitautoimg.com/autoalbum/files/20221125/892/202211253495937107389261645_6.png
2022, 马自达CX-30  ,9.99-19.99万,"10,729辆",https://img3.bitautoimg.com/autoalbum/files/20240804/503/202408042924276346050355871_6.png
2022, 标致2008  停售 ,9.97万,"10,682辆",https://img4.bitautoimg.com/autoalbum/files/20231124/970/202311241683080806697074459_6.png
2022, 纳米BOX  ,4.87-7.47万,"10,532辆",https://img2.bitautoimg.com/autoalbum/files/20221206/202/20221206976029584720247987_6.png
2022, 劲客  ,8.98-10.38万,"10,501辆",https://img2.bitautoimg.com/autoalbum/files/20231123/982/202311233718073243798234463_6.png
2022, 拿铁  停售 ,16.98-18.98万,"10,402辆",https://img4.bitautoimg.com/autoalbum/files/20221107/863/202211074888781025586334865_6.png
2022, 哈弗H6 PHEV  ,15.98-17.38万,"10,348辆",https://img3.bitautoimg.com/autoalbum/files/20221125/701/202211252077935725070101269_6.png
2022, 五菱星驰  ,5.68-8.68万,"10,005辆",https://img1.bitautoimg.com/autoalbum/files/20220929/402/2022092911132445597840217803_6.png
2022, 奥迪Q3 Sportback  ,29.28-34.11万,"9,978辆",https://img1.bitautoimg.com/autoalbum/files/20230813/893/20230813825189773689340286_6.png
2022, 领克09  ,25.88-26.58万,"9,878辆",https://img2.bitautoimg.com/autoalbum/files/20240913/80/202409135401621225408068003_6.png
2022, 拿铁PHEV  ,暂无,"9,654辆",https://img4.bitautoimg.com/autoalbum/files/20240412/180/202404122367289159518027360_6.png
2022, 奔腾T77  ,11.48-12.38万,"9,034辆",https://img2.bitautoimg.com/autoalbum/files/20221227/956/202212275257213031995625946_6.png
2022, 本田M-NV  ,14.98-15.98万,"8,988辆",https://img1.bitautoimg.com/autoalbum/files/20231123/412/202311233806073351241278680_6.png
2022, 哈弗酷狗  停售 ,暂无,"8,967辆",https://img2.bitautoimg.com/autoalbum/files/20221012/91/202210122106556096509150933_6.png
2022, 本田CR-V e:PHEV  ,22.59-26.99万,"8,894辆",https://img2.bitautoimg.com/autoalbum/files/20231123/999/202311233812073373999900965_6.png
2022, 红旗HS7  ,25.58-33.58万,"8,861辆",https://img1.bitautoimg.com/autoalbum/files/20230717/590/20230717636955875059060912_6.png
2022, 宝骏RS-3  停售 ,6.98-9.68万,"8,832辆",https://img3.bitautoimg.com/autoalbum/files/20220916/494/202209164439331730549496284_6.png
2022, 领裕  ,17.38-22.18万,"8,663辆",https://img4.bitautoimg.com/autoalbum/files/20230310/973/202303103467843523297374247_6.png
2022, SWM斯威X3  停售 ,5.88万,"8,624辆",https://img2.bitautoimg.com/autoalbum/files/20190102/423/0310334230_6.png
2022, 魔方  ,9.99-13.19万,"8,428辆",https://img2.bitautoimg.com/autoalbum/files/20211212/616/202112121910930425961604711_6.png
2022, 领克05  ,18.88-22.68万,"8,381辆",https://img2.bitautoimg.com/autoalbum/files/20230512/165/202305127060388117816542354_6.png
2022, 风光S560  ,6.79-7.89万,"8,346辆",https://img3.bitautoimg.com/autoalbum/files/20220703/390/20220703116677780039046598_6.png
2022, 欧萌达  ,10.99-11.49万,"8,258辆",https://img3.bitautoimg.com/autoalbum/files/20240318/16/202403184351075167301613107_6.png
2022, 思皓QX  ,10.19-19.69万,"8,239辆",https://img4.bitautoimg.com/autoalbum/files/20230710/579/202307106659898593457952635_6.png
2022, 飞行家  ,50.08-76.38万,"8,068辆",https://img4.bitautoimg.com/autoalbum/files/20240801/19/202408012702250433201915363_6.png
2022, 东南DX8  停售 ,8.69-8.99万,"8,016辆",https://img4.bitautoimg.com/autoalbum/files/20221105/817/202211052484764419781711876_6.png
2022, 长安CS85COUPE  停售 ,11.99-16.49万,"7,974辆",https://img2.bitautoimg.com/autoalbum/files/20220929/555/202209292459441734355524889_6.png
2022, 途达  停售 ,16.98-24.83万,"7,855辆",https://img3.bitautoimg.com/autoalbum/files/20181218/154/0538251544_6.png
2022, 领克02  停售 ,11.98-16.58万,"7,800辆",https://img4.bitautoimg.com/autoalbum/files/20220915/379/202209151841322477837901920_6.png
2022, 博骏  停售 ,6.39-12.99万,"7,748辆",https://img2.bitautoimg.com/autoalbum/files/20221207/997/202212072780039128999713264_6.png
2022, 昂科拉GX  停售 ,16.49万,"7,730辆",https://img3.bitautoimg.com/autoalbum/files/20231123/203/202311233839073542920328036_6.png
2022, 摩卡  停售 ,17.58-22.88万,"7,540辆",https://img1.bitautoimg.com/autoalbum/files/20230710/574/202307106481898580557408966_6.png
2022, EX3 功夫牛  停售 ,6.88-7.88万,"7,012辆",https://img2.bitautoimg.com/autoalbum/files/20230710/432/202307106823898605543286572_6.png
2022, 思皓X6  ,7.99-11.89万,"6,944辆",https://img2.bitautoimg.com/autoalbum/files/20230710/126/202307106813898604812616192_6.png
2022, 星途凌云  ,12.99-18.99万,"6,889辆",https://img1.bitautoimg.com/autoalbum/files/20240808/249/202408085246310838324926671_6.png
2022, 荣威RX3  停售 ,7.58-9.68万,"6,785辆",https://img1.bitautoimg.com/autoalbum/files/20230710/125/202307106553898585812575488_6.png
2022, SWM斯威G01  停售 ,26.98万,"6,711辆",https://img2.bitautoimg.com/autoalbum/files/20190114/829/0425048299_6.png
2022, 探岳GTE 插电混动  ,24.29万,"6,699辆",https://img4.bitautoimg.com/autoalbum/files/20230912/632/202309122710450273663278292_6.png
2022, 北京X7  ,11.99-13.99万,"6,458辆",https://img2.bitautoimg.com/autoalbum/files/20230606/545/202306064967605634954515145_6.png
2022, 楼兰  停售 ,23.88-37.58万,"6,442辆",https://img2.bitautoimg.com/autoalbum/files/20230710/379/202307103964898441137970513_6.png
2022, 创酷  ,10.99-12.89万,"6,421辆",https://img4.bitautoimg.com/autoalbum/files/20230810/989/202308104254163760698950739_6.png
2022, 小鹏G9  ,26.39-35.99万,"6,373辆",https://img1.bitautoimg.com/autoalbum/files/20221125/576/202211253180936995557600204_6.png
2022, 威马W6  停售 ,22.08-28.48万,"6,364辆",https://img3.bitautoimg.com/autoalbum/files/20221214/32/202212141729100287303272713_6.png
2022, 天逸 C5 AIRCROSS  ,15.27-18.27万,"6,261辆",https://img3.bitautoimg.com/autoalbum/files/20230802/23/202308024209096779002351097_6.png
